wavelength_nm,quantum_effiency_percent
385.6445212,81.40999866
386.4790402,81.96476752
386.8962996,82.38084416
387.7308186,82.68134395
388.148078,83.07430523
388.7739672,83.35168966
389.3998564,84.18384294
389.3998564,83.90645851
389.3998564,83.62907408
390.6516348,85.01599622
390.6516348,84.7386118
390.6516348,84.46122737
391.9034132,85.57076508
391.9034132,85.29338065
392.7379321,85.87126488
393.1551916,86.26422615
394.40697,86.68030279
394.40697,86.47226447
395.0328592,87.02703333
396.2846376,87.44310997
397.536416,87.85918661
398.7881944,88.34460936
399.4140836,88.62199379
400.665862,88.96872432
401.2917511,89.2114357
401.9176403,89.45414707
402.7521593,89.75464687
404.4211971,90.49433868
404.4211971,90.21695425
405.6729755,90.77172311
406.2988647,91.01443448
406.9247539,91.25714585
408.1765323,91.53453028
410.0541999,91.88126082
412.5577567,92.08929914
415.0613135,92.22799135
417.5648703,92.36668357
420.068427,92.40135662
422.5719838,92.43602967
425.0755406,92.50537578
427.5790974,92.50537578
430.0826542,92.47070273
432.586211,92.43602967
435.0897678,92.29733746
437.5933245,92.1933183
440.0968813,92.08929914
443.8522165,91.84658776
446.3557733,91.6732225
448.8593301,91.49985723
451.3628869,91.29181891
453.8664437,91.11845364
456.3700004,90.94508837
458.247668,90.84106921
460.1253356,90.59835784
467.636006,90.21695425
469.5136736,90.07826204
473.8160044,89.74668275
479.2596625,89.62605549
483.614589,89.62605549
486.4126819,89.48882013
486.8807839,89.50542823
488.9162387,89.41947402
491.4197955,89.38480097
497.0527982,89.24610875
500.1822442,89.07274348
503.9375794,88.89937822
506.4411362,88.83003211
508.944693,88.72601295
511.4482497,88.62199379
513.9518065,88.62199379
516.4553633,88.62199379
518.9589201,88.62199379
521.4624769,88.58732073
523.9660337,88.48330157
526.4695905,88.37928241
528.9731472,88.37928241
531.476704,88.37928241
533.9802608,88.51797463
536.4838176,88.58732073
538.3614852,88.69133989
541.4909312,88.83003211
543.994488,88.83003211
546.4980448,88.83003211
549.0016015,88.83003211
551.5051583,88.83003211
554.0087151,88.89937822
556.5122719,88.96872432
559.0158287,89.03807043
561.5193855,89.10741654
563.3970531,89.10741654
566.526499,89.10741654
569.0300558,89.10741654
570.9077234,89.17676264
574.0371694,89.2807818
576.5407262,89.41947402
578.4183938,89.52349318
581.5478398,89.66218539
584.0513965,89.66218539
586.5549533,89.69685845
589.0585101,89.76620455
591.5620669,89.83555066
594.0656237,89.93956982
595.9432913,90.07826204
599.0727373,90.21695425
601.5762941,90.35564646
604.0798508,90.35564646
609.0869644,90.49433868
611.5905212,90.49433868
613.4681888,90.63303089
617.8494132,90.87574227
620.3529699,90.91041532
622.8565267,91.15312669
625.3600835,91.25714585
627.8636403,91.32649196
630.3671971,91.46518418
632.8707539,91.53453028
635.3743107,91.63854944
637.8778675,91.7425686
640.3814242,91.84658776
642.884981,91.88126082
646.6403162,91.95060692
649.143873,92.01995303
651.6474298,92.05462608
654.1509866,92.15864525
656.6545434,92.15864525
659.1581001,92.29733746
661.6616569,92.40135662
664.1652137,92.47070273
666.6687705,92.57472189
669.1723273,92.60939494
672.9276625,92.7134141
678.4975504,92.88299156
684.193668,93.02547158
686.6972248,93.12949074
689.2007816,93.19883685
691.7043384,93.26818296
694.2078951,93.30285601
696.7114519,93.33752906
699.2150087,93.40687517
704.2221223,93.54556739
706.7256791,93.54556739
709.2292359,93.58024044
711.7327926,93.61491349
714.2363494,93.6842596
716.7399062,93.6842596
719.243463,93.75360571
721.7470198,93.82295181
724.2505766,93.82295181
726.7541334,93.85762487
729.2576902,93.96164403
731.7612469,93.96164403
734.2648037,93.96164403
736.7683605,93.96164403
739.2719173,93.99631708
741.7754741,94.03099013
744.2790309,94.06566319
746.7825877,94.10033624
749.2861444,94.10033624
751.7897012,94.10033624
754.293258,94.10033624
756.7968148,94.10033624
759.3003716,94.10033624
761.8039284,94.10033624
764.3074852,94.06566319
766.8110419,94.03099013
769.3145987,93.99631708
771.8181555,93.96164403
774.3217123,93.96164403
776.8252691,93.96164403
779.3288259,93.89229792
781.8323827,93.82295181
784.3359395,93.78827876
786.8394962,93.71893265
789.343053,93.6842596
791.8466098,93.58024044
795.601945,93.54556739
798.731391,93.40687517
801.860837,93.33752906
804.3643937,93.2335099
806.8679505,93.1641638
809.3715073,92.99079853
811.8750641,92.85210632
814.3786209,92.7134141
816.8821777,92.57472189
819.3857345,92.40135662
821.8892912,92.26266441
824.392848,92.08929914
829.3999616,91.77724166
831.9035184,91.56920334
833.781186,91.39583807
836.2847428,91.18779975
838.1624104,90.91041532
840.0400779,90.77172311
841.9177455,90.52901173
844.4213023,90.32097341
846.9248591,90.07826204
849.4284159,89.80087761
851.3060835,89.45414707
853.1837511,89.17676264
855.6873079,88.96872432
858.1908646,88.55264768
861.9461998,87.99787882
863.8238674,87.7204944
865.0756458,87.51245608
865.0756458,87.30441775
867.5792026,87.09637943
868.2050918,86.85366806
870.0827594,86.54161058
871.3345378,86.33357226
873.2122054,86.05618783
874.4639838,85.74413035
876.3416513,85.57076508
876.3416513,85.36272676
877.5934297,85.15468844
880.0969865,84.66926569
880.7228757,84.35720821
882.6005433,84.18384294
883.2264325,83.94113157
884.4782109,83.66374714
885.1041001,83.42103576
886.3558785,83.21299744
886.9817677,82.97028607
888.8594353,82.7969208
889.4853245,82.55420943
891.3629921,81.8260753
893.2406597,81.37532561
894.492438,81.02859507
895.7442164,80.75121064
896.9959948,80.36980705
899.4995516,79.8150382
900.75133,79.50298072
901.3772192,79.26026934
902.0031084,79.01755797
903.2548868,78.70550049
903.880776,78.42811606
905.1325544,78.22007774
905.7584436,77.73465499
907.010222,77.38792445
908.2620004,77.04119392
908.8878896,76.69446338
910.139668,76.41707896
910.7655572,76.17436758
912.6432247,75.79296399
913.2691139,75.37688735
914.5208923,75.06482987
915.7726707,74.68342628
916.3985599,74.33669575
917.0244491,74.12865742
917.6503383,73.71258078
918.9021167,73.50454246
918.9021167,73.22715803
919.5280059,72.98444666
920.7797843,72.60304307
922.0315627,72.18696643
922.6574519,71.63219757
923.2833411,71.77088979
923.9092303,71.42415925
924.5351195,71.18144788
925.7868979,70.80004429
926.4127871,70.52265986
927.0386763,70.27994849
927.6645655,70.03723711
928.2904547,69.79452574
928.9163439,69.27442993
929.5422331,69.41312215
930.1681223,68.85835329
930.7940115,68.99704551
931.4199006,68.65031497
931.4199006,68.30358444
932.671679,68.09554612
932.671679,67.81816169
932.671679,67.61012337
933.9234574,67.26339283
934.5493466,67.02068146
935.801125,66.56993176
936.4270142,66.29254733
936.4270142,66.08450901
937.6787926,65.87647069
938.3046818,65.52974016
938.930571,65.18300962
939.5564602,64.94029825
940.1823494,64.42020244
940.8082386,64.55889466
941.4341278,64.21216412
942.060017,63.96945275
942.6859062,63.65739527
943.3117954,63.41468389
943.9376846,63.10262641
943.9376846,62.89458809
945.189463,62.68654977
945.189463,62.40916534
945.8153522,62.06243481
946.4412414,61.71570427
947.0671306,61.43831984
947.6930198,61.16093541
948.318909,60.88355099
948.9447982,60.60616656
949.5706873,60.25943602
950.8224657,59.84335938
951.4483549,59.49662885
952.0742441,59.14989831
952.7001333,58.80316778
953.3260225,58.5604564
953.9519117,58.24839892
954.5778009,58.00568755
955.2036901,57.69363006
955.8295793,57.41624564
956.4554685,57.13886121
957.0813577,56.86147678
957.7072469,56.58409235
957.7072469,56.30670792
958.9590253,56.0986696
958.9590253,55.75193907
959.5849145,55.40520853
960.2108037,55.058478
960.2108037,54.57305525
960.8366929,54.71174746
961.4625821,54.36501693
962.0884713,54.01828639
962.7143605,53.67155586
963.3402497,53.42884448
963.9661389,53.116787
964.5920281,52.83940257
965.2179173,52.56201815
965.8438065,52.21528761
966.4696957,51.86855708
967.0955849,51.6258457
967.721474,51.31378822
968.3473632,51.03640379
968.9732524,50.75901936
969.5991416,50.48163494
970.2250308,50.20425051
970.2250308,49.71882776
970.85092,49.85751997
971.4768092,49.51078944
971.4768092,49.23340501
971.4768092,49.02536669
972.7285876,48.81732837
972.7285876,48.53994394
973.3544768,48.26255951
973.980366,47.84648287
973.980366,47.36106012
974.6062552,47.49975234
975.2321444,47.1530218
975.8580336,46.80629127
976.4839228,46.45956073
977.109812,46.21684936
977.7357012,45.90479187
978.3615904,45.62740745
978.9874796,45.35002302
978.9874796,44.86460027
979.6133688,45.03796554
980.239258,44.65656195
980.8651472,44.30983141
981.4910364,43.96310088
981.4910364,43.75506256
982.7428148,43.54702424
982.7428148,43.26963981
983.368704,43.02692843
983.9945932,42.71487095
984.6204824,42.47215958
985.2463716,42.02140988
985.2463716,41.74402545
986.4981499,41.46664103
986.4981499,41.1892566
986.4981499,40.56514164
987.1240391,40.70383385
987.7499283,40.35710331
988.3758175,40.07971889
989.0017067,39.80233446
989.6275959,39.45560392
990.2534851,39.10887339
990.8793743,38.86616201
991.5052635,38.55410453
991.5052635,38.06868178
992.1311527,38.207374
992.7570419,37.86064346
993.3829311,37.51391293
994.0088203,37.16718239
994.6347095,36.92447102
995.2605987,36.61241354
995.8864879,36.33502911
996.5123771,36.12699079
996.5123771,35.57222193
997.1382663,35.71091414
997.7641555,35.36418361
997.7641555,34.87876086
998.3900447,35.01745307
999.0159339,34.67072254
999.0159339,34.39333811
999.6418231,34.15062674
1000.267712,33.83856926
1000.267712,33.56118483
1000.893601,33.31847345
1001.519491,32.65968544
1002.14538,32.79837765
1002.771269,32.45164712
1003.397158,32.10491658
1004.023047,31.61949383
1004.648937,31.37678246
1005.274826,31.06472498
1005.900715,30.8220136
1006.526604,30.50995612
1007.152493,30.26724475
1007.778383,29.95518726
1008.404272,29.60845673
1009.030161,29.26172619
1009.65605,28.98434177
1010.281939,28.70695734
1010.907829,28.3602268
1011.533718,28.08284237
1011.533718,27.80545795
1012.785496,27.45872741
1012.785496,27.18134298
1014.037275,26.76526634
1014.037275,26.48788191
1014.663164,26.24517054
1015.289053,25.93311306
1015.914942,25.58638252
1016.540831,25.23965199
1017.166721,24.99694061
1017.79261,24.68488313
1018.418499,24.44217176
1019.044388,24.13011428
1019.044388,23.92207595
1020.296167,23.71403763
1020.296167,23.43665321
1020.922056,23.19394183
1021.547945,22.88188435
1022.173834,22.63917297
1022.799723,22.11907717
1023.425613,22.25776939
1024.051502,21.91103885
1024.677391,21.63365442
1025.30328,21.35627
1025.30328,21.07888557
1025.929169,20.87084725
1026.555059,20.52411671
1026.555059,20.31607839
1027.806837,20.10804007
1027.806837,19.83065564
1028.432726,19.55327121
1029.058615,19.27588679
1029.684505,18.99850236
1030.310394,18.72111793
1030.936283,18.47840655
1031.562172,18.16634907
1032.188061,17.9236377
1032.81395,17.4035419
1033.43984,17.54223411
1034.065729,17.19550358
1034.691618,16.91811915
1035.317507,16.64073472
1035.943396,16.36335029
1036.569286,16.08596586
1037.821064,15.80858144
1037.821064,15.53119701
1039.072842,15.25381258
1039.072842,14.97642815
1040.324621,14.76838983
1040.324621,14.4216593
1040.324621,14.21362097
1041.576399,14.00558265
1041.576399,13.5201599
1042.202288,13.65885212
1042.828178,13.31212158
1043.454067,13.06941021
1044.705845,12.68800662
1045.957624,12.27192998
1046.583513,11.99454555
1047.835291,11.64781501
1048.46118,11.30108448
1049.712959,10.88500784
1050.964737,10.43425814
1052.216516,10.12220066
1052.842405,9.844816233
1054.094183,9.428739591
1054.094183,9.22070127
1054.720072,8.977989895
1055.345962,8.735278521
1056.59774,8.457894093
1057.849518,8.180509665
1057.849518,7.972471344
1059.101297,7.764433023
1059.727186,7.521721648
1060.353075,7.209664167
1061.604854,6.932279739
1062.230743,6.689568364
1063.482521,6.412183936
1064.7343,6.100126455
1065.986078,5.718722866
1067.237856,5.406665385
1067.863745,4.990588743
1069.741413,4.643858208
1070.367302,4.36647378
1072.24497,4.054416298
1073.496748,3.77703187
1075.374416,3.464974389
1076.626194,3.256936068
1077.877973,3.048897747
1079.75564,2.598148051
1081.633308,2.216744463
1082.259197,1.974033088
1084.136865,1.731321713
1086.014532,1.488610339
1088.518089,1.245898964
1091.021646,0.933841483
1092.899313,0.760476215
1096.654649,0.483091787
