wavelength_nm,reflectivity_percent
391.9145299,90.91779557
391.9145299,90.33158867
391.9145299,90.25831281
391.9145299,90.18503695
391.9145299,90.11176108
391.9145299,90.03848522
391.9145299,89.97436884
392.9316239,90.69796798
392.9316239,90.62469212
392.9316239,90.55141626
392.9316239,90.47814039
392.9316239,90.40486453
393.9487179,90.8445197
393.9487179,90.77124384
394.017094,91.24076355
394.017094,91.17918719
394.965812,91.63223522
394.965812,91.06434729
394.965812,90.99107143
394.965812,90.91779557
395.7264957,91.36391626
395.7264957,91.48706897
395.982906,91.74214901
395.982906,91.66887315
396.3219373,91.83374384
397.4358974,91.61022167
398.017094,91.99861453
398.017094,91.92533867
398.3561254,92.09020936
399.034188,91.76046798
399.034188,91.68719212
399.034188,91.63223522
400.0512821,92.35583436
400.0512821,92.27339901
400.0512821,92.20012315
400.0512821,91.83374384
401.0683761,91.98029557
401.0683761,91.9070197
402.0854701,92.56650246
402.0854701,92.4932266
402.0854701,92.41995074
402.0854701,92.12684729
402.0854701,92.06273091
403.1025641,92.27339901
403.1025641,92.20012315
404.1196581,92.78633005
404.1196581,92.71305419
404.1196581,92.63977833
404.1196581,92.34667488
405.1367521,92.4932266
405.1367521,92.41995074
406.1538462,92.91456281
406.1538462,92.84128695
406.4928775,93.00615764
406.4928775,92.57260878
407.1709402,92.67641626
408.1880342,93.18934729
408.1880342,93.11607143
408.1880342,92.7588516
409.2051282,92.9695197
409.2051282,92.89624384
409.2051282,92.82296798
410.2222222,93.31758005
410.2222222,93.24430419
410.5612536,93.40917488
410.5612536,93.04279557
411.2393162,93.15270936
412.2564103,93.59236453
412.2564103,93.51908867
413.2735043,93.29926108
413.2735043,93.22598522
414.2905983,93.81219212
414.2905983,93.73891626
414.2905983,93.66564039
414.2905983,93.44581281
414.2905983,93.38169643
415.3076923,93.51908867
416.3247863,94.0320197
416.3247863,93.95874384
416.3247863,93.88546798
416.3247863,93.60152401
417.3418803,93.73891626
417.3418803,93.66564039
418.3589744,94.0869766
418.3589744,93.83051108
418.6980057,94.17857143
419.3760684,93.92210591
420.3931624,94.27016626
420.3931624,94.01370074
420.7321937,94.36176108
421.4102564,94.10529557
422.4273504,94.54495074
422.4273504,94.47167488
422.4273504,94.18773091
423.4444444,94.32512315
423.4444444,94.25184729
424.4615385,94.69150246
424.4615385,94.6182266
424.4615385,94.39839901
425.4786325,94.47167488
426.4957265,94.83805419
426.4957265,94.76477833
426.4957265,94.55411022
427.5128205,94.6182266
428.5299145,94.98460591
428.5299145,94.91133005
428.5299145,94.70066195
429.5470085,94.76477833
430.5641026,95.13115764
430.5641026,95.05788177
430.5641026,94.84721367
431.5811966,94.91133005
432.5982906,95.18611453
432.5982906,95.00292488
432.9373219,95.27770936
433.6153846,95.0945197
434.97151,95.38762315
435.6495726,95.2044335
435.6495726,95.1494766
436.6666667,95.49753695
436.6666667,95.28686884
437.6837607,95.35098522
438.7008547,95.55249384
439.039886,95.64408867
439.039886,95.43036741
441.0740741,95.75400246
441.7521368,95.57081281
441.7521368,95.51585591
442.7692308,95.66240764
443.1082621,95.86391626
444.8034188,95.77232143
445.1424501,95.97383005
446.8376068,95.88223522
447.1766382,96.08374384
448.8717949,96.19365764
448.8717949,95.98298953
449.8888889,96.04710591
451.2450142,96.2669335
451.2450142,96.1264881
452.9401709,96.37684729
453.957265,96.23029557
455.3133903,96.45012315
455.3133903,96.30967775
457.008547,96.56003695
458.025641,96.41348522
459.042735,96.63331281
459.042735,96.48676108
461.0769231,96.70658867
461.0769231,96.56919643
463.1111111,96.77986453
463.1111111,96.64247229
465.1452991,96.85314039
465.1452991,96.71574815
467.1794872,96.92641626
467.1794872,96.78902401
469.2136752,96.99969212
469.2136752,96.86229988
471.2478632,97.07296798
471.2478632,96.93557574
473.2820513,97.14624384
473.2820513,97.0088516
475.3162393,97.2195197
475.3162393,97.08212746
477.3504274,97.29279557
477.3504274,97.15540333
479.3846154,97.23783867
479.7236467,97.36607143
482.4358974,97.3294335
483.4529915,97.39354988
483.7920228,97.47598522
486.5042735,97.43934729
487.5213675,97.50346367
487.8603989,97.58589901
490.5726496,97.54926108
491.5897436,97.61337746
491.9287749,97.69581281
494.6410256,97.69581281
494.6410256,97.64085591
495.997151,97.76908867
498.7094017,97.76908867
500.0655271,97.84236453
502.7777778,97.82404557
504.1339031,97.87900246
506.8461538,97.8606835
508.2022792,97.91564039
511.9316239,97.95227833
511.9316239,97.89732143
516,97.95227833
516,97.89732143
520.0683761,97.98891626
520.0683761,97.91564039
524.1367521,97.98891626
524.1367521,97.93395936
527.1880342,97.93395936
528.5441595,97.98891626
532.2735043,98.02555419
532.2735043,97.97059729
535.3247863,97.97059729
536.6809117,98.02555419
540.4102564,98.06219212
540.4102564,98.00723522
544.4786325,98.06219212
544.4786325,98.00723522
548.5470085,98.09883005
548.5470085,98.02555419
552.6153846,98.09883005
552.6153846,98.04387315
556.6837607,98.09883005
556.6837607,98.04387315
560.7521368,98.13546798
560.7521368,98.06219212
564.8205128,98.13546798
564.8205128,98.08051108
568.8888889,98.13546798
568.8888889,98.08051108
572.957265,98.13546798
572.957265,98.08051108
576.008547,98.08051108
577.3646724,98.13546798
581.0940171,98.17210591
581.0940171,98.10798953
585.1623932,98.17210591
585.1623932,98.11714901
589.2307692,98.17210591
589.2307692,98.11714901
593.2991453,98.17210591
593.2991453,98.11714901
597.3675214,98.17210591
597.3675214,98.11714901
601.4358974,98.17210591
601.4358974,98.11714901
605.5042735,98.17210591
605.5042735,98.11714901
609.5726496,98.17210591
609.5726496,98.11714901
613.6410256,98.17210591
613.6410256,98.11714901
617.7094017,98.17210591
617.7094017,98.11714901
621.7777778,98.17210591
621.7777778,98.11714901
625.8461538,98.17210591
625.8461538,98.11714901
629.9145299,98.17210591
629.9145299,98.11714901
633.982906,98.17210591
633.982906,98.10798953
638.0512821,98.17210591
638.0512821,98.09883005
642.1196581,98.15378695
642.1196581,98.08967057
646.1880342,98.13546798
646.1880342,98.08051108
650.2564103,98.13546798
650.2564103,98.08051108
654.3247863,98.13546798
654.3247863,98.08051108
658.3931624,98.13546798
658.3931624,98.08051108
662.4615385,98.13546798
662.4615385,98.08051108
666.5299145,98.13546798
666.5299145,98.06219212
670.5982906,98.11714901
670.5982906,98.05303264
674.6666667,98.09883005
674.6666667,98.04387315
678.7350427,98.09883005
678.7350427,98.04387315
682.8034188,98.09883005
682.8034188,98.04387315
686.8717949,98.09883005
686.8717949,98.04387315
690.9401709,98.09883005
690.9401709,98.03471367
695.008547,98.08051108
695.008547,98.0163947
699.0769231,98.06219212
699.0769231,98.00723522
703.1452991,98.06219212
703.1452991,98.00723522
707.2136752,98.06219212
707.2136752,98.00723522
711.2820513,98.06219212
711.2820513,97.99807574
715.3504274,98.06219212
715.3504274,97.98891626
719.4188034,98.02555419
719.4188034,97.97059729
723.4871795,98.02555419
723.4871795,97.97059729
727.5555556,98.02555419
727.5555556,97.97059729
731.6239316,98.02555419
731.6239316,97.97059729
735.6923077,98.02555419
735.6923077,97.95227833
739.7606838,97.98891626
739.7606838,97.93395936
743.8290598,97.98891626
743.8290598,97.93395936
747.8974359,97.98891626
747.8974359,97.93395936
751.965812,97.98891626
751.965812,97.93395936
756.034188,97.98891626
756.034188,97.92479988
760.1025641,97.97059729
760.1025641,97.90648091
764.1709402,97.95227833
764.1709402,97.89732143
768.2393162,97.95227833
768.2393162,97.89732143
772.3076923,97.95227833
772.3076923,97.89732143
776.3760684,97.95227833
776.3760684,97.89732143
780.4444444,97.95227833
780.4444444,97.89732143
784.5128205,97.95227833
784.5128205,97.87900246
788.5811966,97.93395936
788.5811966,97.86984298
792.6495726,97.91564039
792.6495726,97.8606835
796.7179487,97.91564039
796.7179487,97.8606835
800.7863248,97.91564039
800.7863248,97.8606835
804.8547009,97.91564039
804.8547009,97.8606835
808.9230769,97.91564039
808.9230769,97.8606835
812.991453,97.91564039
812.991453,97.8606835
817.0598291,97.91564039
817.0598291,97.84236453
821.1282051,97.91564039
821.1282051,97.84236453
825.1965812,97.89732143
825.1965812,97.83320505
829.2649573,97.87900246
829.2649573,97.82404557
833.3333333,97.87900246
833.3333333,97.82404557
837.4017094,97.87900246
837.4017094,97.82404557
841.4700855,97.87900246
841.4700855,97.82404557
845.5384615,97.87900246
845.5384615,97.82404557
849.6068376,97.87900246
849.6068376,97.82404557
853.6752137,97.87900246
853.6752137,97.82404557
857.7435897,97.87900246
857.7435897,97.82404557
861.8119658,97.87900246
861.8119658,97.82404557
865.8803419,97.87900246
865.8803419,97.82404557
869.9487179,97.87900246
869.9487179,97.82404557
874.017094,97.87900246
874.017094,97.82404557
878.0854701,97.87900246
878.0854701,97.82404557
882.1538462,97.87900246
882.1538462,97.82404557
886.2222222,97.87900246
886.2222222,97.82404557
890.2905983,97.87900246
890.2905983,97.82404557
894.3589744,97.87900246
894.3589744,97.82404557
898.4273504,97.87900246
898.4273504,97.82404557
902.4957265,97.87900246
902.4957265,97.82404557
905.5470085,97.82404557
906.9031339,97.87900246
910.6324786,97.91564039
910.6324786,97.84236453
914.7008547,97.91564039
914.7008547,97.84236453
918.7692308,97.91564039
918.7692308,97.8606835
922.8376068,97.91564039
922.8376068,97.8606835
926.9059829,97.91564039
926.9059829,97.8606835
930.974359,97.91564039
930.974359,97.8606835
934.025641,97.8606835
935.3817664,97.91564039
939.1111111,97.95227833
939.1111111,97.87900246
943.1794872,97.95227833
943.1794872,97.87900246
947.2478632,97.95227833
947.2478632,97.89732143
951.3162393,97.95227833
951.3162393,97.88816195
955.3846154,97.95227833
955.3846154,97.87900246
959.4529915,97.91564039
959.4529915,97.8606835
963.5213675,97.91564039
963.5213675,97.8606835
967.5897436,97.91564039
967.5897436,97.8606835
971.6581197,97.91564039
971.6581197,97.84236453
975.7264957,97.87900246
975.7264957,97.82404557
979.7948718,97.87900246
979.7948718,97.82404557
983.8632479,97.87900246
983.8632479,97.82404557
987.9316239,97.87900246
987.9316239,97.82404557
992,97.87900246
992,97.8057266
996.0683761,97.87900246
996.0683761,97.8057266
1000.136752,97.84236453
1000.136752,97.78740764
1004.205128,97.84236453
1004.205128,97.78740764
1008.273504,97.84236453
1008.273504,97.78740764
1012.34188,97.84236453
1012.34188,97.78740764
1016.410256,97.84236453
1016.410256,97.78740764
1020.478632,97.84236453
1020.478632,97.78740764
1024.547009,97.84236453
1024.547009,97.78740764
1028.615385,97.84236453
1028.615385,97.78740764
1032.683761,97.84236453
1032.683761,97.77824815
1036.752137,97.84236453
1036.752137,97.76908867
1040.820513,97.84236453
1040.820513,97.76908867
1044.888889,97.84236453
1044.888889,97.76908867
1048.957265,97.84236453
1048.957265,97.76908867
1053.025641,97.84236453
1053.025641,97.76908867
1057.094017,97.84236453
1057.094017,97.76908867
1061.162393,97.84236453
1061.162393,97.76908867
1065.230769,97.84236453
1065.230769,97.76908867
1069.299145,97.84236453
1069.299145,97.76908867
1073.367521,97.84236453
1073.367521,97.76908867
1077.435897,97.84236453
1077.435897,97.77824815
1081.504274,97.84236453
1081.504274,97.78740764
1085.57265,97.84236453
1085.57265,97.78740764
1089.641026,97.84236453
1089.641026,97.78740764
1093.709402,97.84236453
1093.709402,97.78740764
1097.777778,97.84236453
1097.777778,97.78740764
1101.846154,97.84236453
1101.846154,97.78740764
1105.91453,97.84236453
1105.91453,97.78740764
1109.982906,97.84236453
1109.982906,97.78740764
1114.051282,97.84236453
1114.051282,97.78740764
1118.119658,97.84236453
1118.119658,97.78740764
1122.188034,97.84236453
1122.188034,97.78740764
1126.25641,97.87900246
1126.25641,97.8057266
1130.324786,97.87900246
1130.324786,97.8057266
1134.393162,97.87900246
1134.393162,97.82404557
1138.461538,97.87900246
1138.461538,97.82404557
1142.529915,97.87900246
1142.529915,97.82404557
1146.598291,97.87900246
1146.598291,97.82404557
1150.666667,97.87900246
1150.666667,97.82404557
1154.735043,97.87900246
1154.735043,97.82404557
1158.803419,97.87900246
1158.803419,97.82404557
1162.871795,97.91564039
1162.871795,97.84236453
1166.940171,97.91564039
1166.940171,97.84236453
1171.008547,97.91564039
1171.008547,97.8606835
1175.076923,97.91564039
1175.076923,97.8606835
1179.145299,97.91564039
1179.145299,97.8606835
1183.213675,97.91564039
1183.213675,97.8606835
1187.282051,97.91564039
1187.282051,97.8606835
1190.333333,97.8606835
1191.689459,97.91564039
1195.418803,97.95227833
1195.418803,97.87900246
1199.487179,97.95227833
1199.487179,97.88816195
1203.555556,97.95227833
1203.555556,97.89732143
1207.623932,97.95227833
1207.623932,97.89732143
1211.692308,97.95227833
1211.692308,97.89732143
1215.760684,97.95227833
1215.760684,97.89732143
1218.811966,97.89732143
1220.168091,97.95227833
1223.897436,97.98891626
1223.897436,97.91564039
1227.965812,97.98891626
1227.965812,97.93395936
1232.034188,97.98891626
1232.034188,97.93395936
1236.102564,97.98891626
1236.102564,97.93395936
1240.17094,97.98891626
1240.17094,97.93395936
1244.239316,97.98891626
1244.239316,97.93395936
1248.307692,98.02555419
1248.307692,97.95227833
1252.376068,98.02555419
1252.376068,97.95227833
1256.444444,98.02555419
1256.444444,97.97059729
1260.512821,98.02555419
1260.512821,97.97059729
1264.581197,98.02555419
1264.581197,97.97059729
1268.649573,98.02555419
1268.649573,97.97059729
1272.717949,98.02555419
1272.717949,97.97059729
1276.786325,98.06219212
1276.786325,97.98891626
1280.854701,98.06219212
1280.854701,97.99807574
1284.923077,98.06219212
1284.923077,98.00723522
1288.991453,98.06219212
1288.991453,98.00723522
1293.059829,98.06219212
1293.059829,98.00723522
1297.128205,98.06219212
1297.128205,98.00723522
1301.196581,98.09883005
1301.196581,98.02555419
1305.264957,98.09883005
1305.264957,98.02555419
1309.333333,98.09883005
1309.333333,98.04387315
1313.401709,98.09883005
1313.401709,98.04387315
1317.470085,98.09883005
1317.470085,98.04387315
1321.538462,98.09883005
1321.538462,98.04387315
1324.589744,98.04387315
1325.945869,98.09883005
1329.675214,98.13546798
1329.675214,98.06219212
1333.74359,98.13546798
1333.74359,98.0713516
1337.811966,98.13546798
1337.811966,98.08051108
1341.880342,98.13546798
1341.880342,98.08051108
1345.948718,98.13546798
1345.948718,98.08051108
1350.017094,98.13546798
1350.017094,98.08051108
1354.08547,98.17210591
1354.08547,98.09883005
1358.153846,98.17210591
1358.153846,98.09883005
1362.222222,98.17210591
1362.222222,98.11714901
1366.290598,98.17210591
1366.290598,98.11714901
1370.358974,98.17210591
1370.358974,98.11714901
1374.42735,98.17210591
1374.42735,98.11714901
1378.495726,98.17210591
1378.495726,98.11714901
1382.564103,98.20874384
1382.564103,98.13546798
1386.632479,98.20874384
1386.632479,98.14462746
1390.700855,98.20874384
1390.700855,98.15378695
1394.769231,98.20874384
1394.769231,98.15378695
1398.837607,98.20874384
1398.837607,98.15378695
1402.905983,98.20874384
1402.905983,98.15378695
1405.957265,98.15378695
1407.31339,98.20874384
1411.042735,98.24538177
1411.042735,98.17210591
1415.111111,98.24538177
1415.111111,98.18126539
1419.179487,98.24538177
1419.179487,98.19042488
1423.247863,98.24538177
1423.247863,98.19042488
1427.316239,98.24538177
1427.316239,98.19042488
1431.384615,98.24538177
1431.384615,98.19042488
1434.435897,98.19042488
1435.792023,98.24538177
1439.521368,98.2820197
1439.521368,98.20874384
1443.589744,98.2820197
1443.589744,98.21790333
1447.65812,98.2820197
1447.65812,98.22706281
1451.726496,98.2820197
1451.726496,98.22706281
1455.794872,98.2820197
1455.794872,98.22706281
1459.863248,98.2820197
1459.863248,98.22706281
1463.931624,98.2820197
1463.931624,98.22706281
1468,98.31865764
1468,98.24538177
1472.068376,98.31865764
1472.068376,98.25454126
1476.136752,98.31865764
1476.136752,98.26370074
1480.205128,98.31865764
1480.205128,98.26370074
1484.273504,98.31865764
1484.273504,98.26370074
1488.34188,98.31865764
1488.34188,98.26370074
1492.410256,98.31865764
1492.410256,98.26370074
1496.478632,98.35529557
1496.478632,98.2820197
1500.547009,98.35529557
1500.547009,98.2820197
1504.615385,98.35529557
1504.615385,98.30033867
1508.683761,98.35529557
1508.683761,98.30033867
1512.752137,98.35529557
1512.752137,98.30033867
1516.820513,98.35529557
1516.820513,98.30033867
1520.888889,98.35529557
1520.888889,98.30033867
1524.957265,98.35529557
1524.957265,98.30033867
1529.025641,98.3919335
1529.025641,98.31865764
1533.094017,98.3919335
1533.094017,98.31865764
1537.162393,98.3919335
1537.162393,98.3369766
1541.230769,98.3919335
1541.230769,98.3369766
1545.299145,98.3919335
1545.299145,98.3369766
1549.367521,98.3919335
1549.367521,98.3369766
1553.435897,98.3919335
1553.435897,98.3369766
1557.504274,98.3919335
1557.504274,98.3369766
1561.57265,98.42857143
1561.57265,98.35529557
1565.641026,98.42857143
1565.641026,98.35529557
1569.709402,98.42857143
1569.709402,98.37361453
1573.777778,98.42857143
1573.777778,98.37361453
1577.846154,98.42857143
1577.846154,98.37361453
1581.91453,98.42857143
1581.91453,98.37361453
1585.982906,98.42857143
1585.982906,98.37361453
1590.051282,98.42857143
1590.051282,98.37361453
1594.119658,98.46520936
1594.119658,98.3919335
1598.188034,98.46520936
1598.188034,98.3919335
1602.25641,98.46520936
1602.25641,98.40109298
1606.324786,98.46520936
1606.324786,98.41025246
1610.393162,98.46520936
1610.393162,98.41025246
1614.461538,98.46520936
1614.461538,98.41025246
1618.529915,98.46520936
1618.529915,98.41025246
1622.598291,98.46520936
1622.598291,98.41025246
1626.666667,98.46520936
1626.666667,98.41025246
1630.735043,98.50184729
1630.735043,98.42857143
1634.803419,98.50184729
1634.803419,98.42857143
1638.871795,98.50184729
1638.871795,98.44689039
1642.940171,98.50184729
1642.940171,98.44689039
1647.008547,98.50184729
1647.008547,98.44689039
1651.076923,98.50184729
1651.076923,98.44689039
